"id"|"description"|"possible_year"|"all_digits_pieces_from_text"|"description_digits_removed"|"desc_without_puct"|"short_words_removed"
"2381"|2380|"interview with pat selinger marianne winslett 2003,,sigmod record,"|"2003"|1|"interview with pat selinger marianne winslett     ,,sigmod record,"|"interview with pat selinger marianne winslett sigmod record"|"interview with pat selinger marianne winslett sigmod record"
"2382"|2381|"belief reasoning in mls deductive databases hasan m. jamil sigmod conference 1999,,,"|"1999"|1|"belief reasoning in mls deductive databases hasan m. jamil sigmod conference     ,,,"|"belief reasoning in mls deductive databases hasan m jamil sigmod conference"|"belief reasoning mls deductive databases hasan jamil sigmod conference"
"2383"|2382|"\"using taxonomy , discriminants , and signatures for navigating in text databases byron dom , rakesh agrawal , prabhakar raghavan , soumen chakrabarti 1997\",,vldb,"|"1997"|1|"\"using taxonomy , discriminants , and signatures for navigating in text databases byron dom , rakesh agrawal , prabhakar raghavan , soumen chakrabarti     \",,vldb,"|"using taxonomy discriminants and signatures for navigating in text databases byron dom rakesh agrawal prabhakar raghavan soumen chakrabarti vldb"|"using taxonomy discriminants and signatures for navigating text databases byron dom rakesh agrawal prabhakar raghavan soumen chakrabarti vldb"
"2384"|2383|"\"experiences in federated databases : from iro-db to miro-web anthony tomasic , peter fankhauser , j. mu√±oz , m. lopez , georges gardarin\",,vldb,1998"|"1998"|1|"\"experiences in federated databases : from iro-db to miro-web anthony tomasic , peter fankhauser , j. mu√±oz , m. lopez , georges gardarin\",,vldb,    "|"experiences in federated databases from iro db to miro web anthony tomasic peter fankhauser j mu√ oz m lopez georges gardarin vldb"|"experiences federated databases from iro miro web anthony tomasic peter fankhauser mu√ lopez georges gardarin vldb"
"2385"|2384|"data stream query processing : a tutorial vldb,\"divesh srivastava , nick koudas\",,2003"|"2003"|1|"data stream query processing : a tutorial vldb,\"divesh srivastava , nick koudas\",,    "|"data stream query processing a tutorial vldb divesh srivastava nick koudas"|"data stream query processing tutorial vldb divesh srivastava nick koudas"
"2386"|2385|"\"erratum : a database model for object dynamics mike p. papazoglou , bernd j. kr√§mer vldb j.\",,,1997"|"1997"|1|"\"erratum : a database model for object dynamics mike p. papazoglou , bernd j. kr√§mer vldb j.\",,,    "|"erratum a database model for object dynamics mike p papazoglou bernd j kr√ mer vldb j"|"erratum database model for object dynamics mike papazoglou bernd kr√ mer vldb"
"2387"|2386|"data extraction and transformation for the data warehouse cass squire sigmod conference,,,1995"|"1995"|1|"data extraction and transformation for the data warehouse cass squire sigmod conference,,,    "|"data extraction and transformation for the data warehouse cass squire sigmod conference"|"data extraction and transformation for the data warehouse cass squire sigmod conference"
"2388"|2387|"\"secure and portable database extensibility tobias mayr , thorsten von eicken , michael w. godfrey , praveen seshadri\",,sigmod conference,1998"|"1998"|1|"\"secure and portable database extensibility tobias mayr , thorsten von eicken , michael w. godfrey , praveen seshadri\",,sigmod conference,    "|"secure and portable database extensibility tobias mayr thorsten von eicken michael w godfrey praveen seshadri sigmod conference"|"secure and portable database extensibility tobias mayr thorsten von eicken michael godfrey praveen seshadri sigmod conference"
"2389"|2388|"balancing histogram optimality and practicality for query result size estimation sigmod conference 1995,\"yannis e. ioannidis , viswanath poosala\",,"|"1995"|1|"balancing histogram optimality and practicality for query result size estimation sigmod conference     ,\"yannis e. ioannidis , viswanath poosala\",,"|"balancing histogram optimality and practicality for query result size estimation sigmod conference yannis e ioannidis viswanath poosala"|"balancing histogram optimality and practicality for query result size estimation sigmod conference yannis ioannidis viswanath poosala"
"2390"|2389|"\"niagaracq : a scalable continuous query system for internet databases yuan wang , feng tian , david j. dewitt , jianjun chen 2000\",,sigmod conference,"|"2000"|1|"\"niagaracq : a scalable continuous query system for internet databases yuan wang , feng tian , david j. dewitt , jianjun chen     \",,sigmod conference,"|"niagaracq a scalable continuous query system for internet databases yuan wang feng tian david j dewitt jianjun chen sigmod conference"|"niagaracq scalable continuous query system for internet databases yuan wang feng tian david dewitt jianjun chen sigmod conference"
"2391"|2390|"\"fast incremental indexing for full-text information retrieval w. bruce croft , james p. callan , eric w. brown vldb 1994\",,,"|"1994"|1|"\"fast incremental indexing for full-text information retrieval w. bruce croft , james p. callan , eric w. brown vldb     \",,,"|"fast incremental indexing for full text information retrieval w bruce croft james p callan eric w brown vldb"|"fast incremental indexing for full text information retrieval bruce croft james callan eric brown vldb"
"2392"|2391|"reminiscences on influential papers sigmod record,\"kenneth a. ross , beng chin ooi , frank neven\",,2003"|"2003"|1|"reminiscences on influential papers sigmod record,\"kenneth a. ross , beng chin ooi , frank neven\",,    "|"reminiscences on influential papers sigmod record kenneth a ross beng chin ooi frank neven"|"reminiscences influential papers sigmod record kenneth ross beng chin ooi frank neven"
"2393"|2392|"\"the hcc-tree : an efficient index structure for object oriented databases b. sreenath , s. seshadri 1994\",,vldb,"|"1994"|1|"\"the hcc-tree : an efficient index structure for object oriented databases b. sreenath , s. seshadri     \",,vldb,"|"the hcc tree an efficient index structure for object oriented databases b sreenath s seshadri vldb"|"the hcc tree efficient index structure for object oriented databases sreenath seshadri vldb"
"2394"|2393|"\"medical information systems : characterization and challenges lynn l. peterson , jorge c. g. ramirez , lon a. smith 1994\",,sigmod record,"|"1994"|1|"\"medical information systems : characterization and challenges lynn l. peterson , jorge c. g. ramirez , lon a. smith     \",,sigmod record,"|"medical information systems characterization and challenges lynn l peterson jorge c g ramirez lon a smith sigmod record"|"medical information systems characterization and challenges lynn peterson jorge ramirez lon smith sigmod record"
"2395"|2394|"\"concept based design of data warehouses : the dwq demonstrators panos vassiliadis , spyros ligoudistianos , diego calvanese , christoph quix , maurizio lenzerini , matthias jarke , enrico franconi , yannis vassiliou\",,sigmod conference,2000"|"2000"|1|"\"concept based design of data warehouses : the dwq demonstrators panos vassiliadis , spyros ligoudistianos , diego calvanese , christoph quix , maurizio lenzerini , matthias jarke , enrico franconi , yannis vassiliou\",,sigmod conference,    "|"concept based design of data warehouses the dwq demonstrators panos vassiliadis spyros ligoudistianos diego calvanese christoph quix maurizio lenzerini matthias jarke enrico franconi yannis vassiliou sigmod conference"|"concept based design data warehouses the dwq demonstrators panos vassiliadis spyros ligoudistianos diego calvanese christoph quix maurizio lenzerini matthias jarke enrico franconi yannis vassiliou sigmod conference"
"2396"|2395|"\"webdb ' 98 : international workshop on the web and databases alberto o. mendelzon , paolo atzeni 1998\",,sigmod record,"|"98|1998"|2|"\"webdb '    : international workshop on the web and databases alberto o. mendelzon , paolo atzeni     \",,sigmod record,"|"webdb international workshop on the web and databases alberto o mendelzon paolo atzeni sigmod record"|"webdb international workshop the web and databases alberto mendelzon paolo atzeni sigmod record"
"2397"|2396|"\"response to the march 1994 odmg-93 commentary written by dr. won kim of unisql , inc object database management group sigmod record 1994\",,,"|"1994|93|1994"|3|"\"response to the march      odmg-   commentary written by dr. won kim of unisql , inc object database management group sigmod record     \",,,"|"response to the march odmg commentary written by dr won kim of unisql inc object database management group sigmod record"|"response the march odmg commentary written won kim unisql inc object database management group sigmod record"
"2398"|2397|"\"selectivity estimation without the attribute value independence assumption viswanath poosala , yannis e. ioannidis 1997\",,vldb,"|"1997"|1|"\"selectivity estimation without the attribute value independence assumption viswanath poosala , yannis e. ioannidis     \",,vldb,"|"selectivity estimation without the attribute value independence assumption viswanath poosala yannis e ioannidis vldb"|"selectivity estimation without the attribute value independence assumption viswanath poosala yannis ioannidis vldb"
"2399"|2398|"the history of histograms ( abridged ) vldb 2003,yannis e. ioannidis,,"|"2003"|1|"the history of histograms ( abridged ) vldb     ,yannis e. ioannidis,,"|"the history of histograms abridged vldb yannis e ioannidis"|"the history histograms abridged vldb yannis ioannidis"
"2400"|2399|"\"evolution and change in data management - issues and directions kathleen hornsby , heidi gregersen , lex wedemeijer , tomi m√§nnist√∂ , john f. roddick , florida estrella , federica mandreoli , marlon dumas , lina al-jadir , enric mayol , leopoldo e. bertossi , jens lufter sigmod record 2000\",,,"|"2000"|1|"\"evolution and change in data management - issues and directions kathleen hornsby , heidi gregersen , lex wedemeijer , tomi m√§nnist√∂ , john f. roddick , florida estrella , federica mandreoli , marlon dumas , lina al-jadir , enric mayol , leopoldo e. bertossi , jens lufter sigmod record     \",,,"|"evolution and change in data management issues and directions kathleen hornsby heidi gregersen lex wedemeijer tomi m√ nnist√ john f roddick florida estrella federica mandreoli marlon dumas lina al jadir enric mayol leopoldo e bertossi jens lufter sigmod record"|"evolution and change data management issues and directions kathleen hornsby heidi gregersen lex wedemeijer tomi nnist√ john roddick florida estrella federica mandreoli marlon dumas lina jadir enric mayol leopoldo bertossi jens lufter sigmod record"
"2401"|2400|"an efficient method for performing record deletions and updates using index scans c. mohan,,vldb,2002"|"2002"|1|"an efficient method for performing record deletions and updates using index scans c. mohan,,vldb,    "|"an efficient method for performing record deletions and updates using index scans c mohan vldb"|"efficient method for performing record deletions and updates using index scans mohan vldb"
"2402"|2401|"a study on the management of semantic transaction for efficient data retrieval 2002,\"chih-he li , irene s. y. kwan , shi-ming huang\",sigmod record,"|"2002"|1|"a study on the management of semantic transaction for efficient data retrieval     ,\"chih-he li , irene s. y. kwan , shi-ming huang\",sigmod record,"|"a study on the management of semantic transaction for efficient data retrieval chih he li irene s y kwan shi ming huang sigmod record"|"study the management semantic transaction for efficient data retrieval chih irene kwan shi ming huang sigmod record"
"2403"|2402|"relational data sharing in peer-based data management systems,\"beng chin ooi , yanfeng shu , kian-lee tan\",sigmod record,2003"|"2003"|1|"relational data sharing in peer-based data management systems,\"beng chin ooi , yanfeng shu , kian-lee tan\",sigmod record,    "|"relational data sharing in peer based data management systems beng chin ooi yanfeng shu kian lee tan sigmod record"|"relational data sharing peer based data management systems beng chin ooi yanfeng shu kian lee tan sigmod record"
"2404"|2403|"views in a large scale xml repository,\"dan vodislav , sophie cluet , pierangelo veltri\",vldb,2001"|"2001"|1|"views in a large scale xml repository,\"dan vodislav , sophie cluet , pierangelo veltri\",vldb,    "|"views in a large scale xml repository dan vodislav sophie cluet pierangelo veltri vldb"|"views large scale xml repository dan vodislav sophie cluet pierangelo veltri vldb"
"2405"|2404|"a database model for object dynamics vldb j. 1997,\"mike p. papazoglou , bernd j. kr√§mer\",,"|"1997"|1|"a database model for object dynamics vldb j.     ,\"mike p. papazoglou , bernd j. kr√§mer\",,"|"a database model for object dynamics vldb j mike p papazoglou bernd j kr√ mer"|"database model for object dynamics vldb mike papazoglou bernd kr√ mer"
"2406"|2405|"the bea/xqrl streaming xquery processor vldb 2003,\"geetika agrawal , paul lucas , arvind sundararajan , fabio riccardi , michael j. carey , daniela florescu , donald kossmann , till westmann , chris hillery\",,"|"2003"|1|"the bea/xqrl streaming xquery processor vldb     ,\"geetika agrawal , paul lucas , arvind sundararajan , fabio riccardi , michael j. carey , daniela florescu , donald kossmann , till westmann , chris hillery\",,"|"the bea xqrl streaming xquery processor vldb geetika agrawal paul lucas arvind sundararajan fabio riccardi michael j carey daniela florescu donald kossmann till westmann chris hillery"|"the bea xqrl streaming xquery processor vldb geetika agrawal paul lucas arvind sundararajan fabio riccardi michael carey daniela florescu donald kossmann till westmann chris hillery"
"2407"|2406|"describing and using query capabilities of heterogeneous sources vldb,\"yannis papakonstantinou , vasilis vassalos\",,1997"|"1997"|1|"describing and using query capabilities of heterogeneous sources vldb,\"yannis papakonstantinou , vasilis vassalos\",,    "|"describing and using query capabilities of heterogeneous sources vldb yannis papakonstantinou vasilis vassalos"|"describing and using query capabilities heterogeneous sources vldb yannis papakonstantinou vasilis vassalos"
"2408"|2407|"the asilomar report on database research,\"gerald held , hector garcia-molina , michael lesk , jim gray , philip a. bernstein , david maier , h. v. jagadish , michael stonebraker , stefano ceri , joseph m. hellerstein , david j. dewitt , jeffrey d. ullman , michael l. brodie , jeffrey f. naughton , michael j. franklin , hamid pirahesh\",sigmod record,1998"|"1998"|1|"the asilomar report on database research,\"gerald held , hector garcia-molina , michael lesk , jim gray , philip a. bernstein , david maier , h. v. jagadish , michael stonebraker , stefano ceri , joseph m. hellerstein , david j. dewitt , jeffrey d. ullman , michael l. brodie , jeffrey f. naughton , michael j. franklin , hamid pirahesh\",sigmod record,    "|"the asilomar report on database research gerald held hector garcia molina michael lesk jim gray philip a bernstein david maier h v jagadish michael stonebraker stefano ceri joseph m hellerstein david j dewitt jeffrey d ullman michael l brodie jeffrey f naughton michael j franklin hamid pirahesh sigmod record"|"the asilomar report database research gerald held hector garcia molina michael lesk jim gray philip bernstein david maier jagadish michael stonebraker stefano ceri joseph hellerstein david dewitt jeffrey ullman michael brodie jeffrey naughton michael franklin hamid pirahesh sigmod record"
"2409"|2408|"\"public : a decision tree classifier that integrates building and pruning kyuseok shim , rajeev rastogi 1998\",,vldb,"|"1998"|1|"\"public : a decision tree classifier that integrates building and pruning kyuseok shim , rajeev rastogi     \",,vldb,"|"public a decision tree classifier that integrates building and pruning kyuseok shim rajeev rastogi vldb"|"public decision tree classifier that integrates building and pruning kyuseok shim rajeev rastogi vldb"
"2410"|2409|"\"efficient exploration of large scientific databases gustavo alonso , etzard stolte vldb\",,,2002"|"2002"|1|"\"efficient exploration of large scientific databases gustavo alonso , etzard stolte vldb\",,,    "|"efficient exploration of large scientific databases gustavo alonso etzard stolte vldb"|"efficient exploration large scientific databases gustavo alonso etzard stolte vldb"
"2411"|2410|"\"a predicate-based caching scheme for client-server database architectures julie basu , arthur m. keller\",,vldb j.,1996"|"1996"|1|"\"a predicate-based caching scheme for client-server database architectures julie basu , arthur m. keller\",,vldb j.,    "|"a predicate based caching scheme for client server database architectures julie basu arthur m keller vldb j"|"predicate based caching scheme for client server database architectures julie basu arthur keller vldb"
"2412"|2411|"\"a database approach to quality of service specification in video databases mohand-said hacid , elisa bertino , ahmed k. elmagarmid sigmod record\",,,2003"|"2003"|1|"\"a database approach to quality of service specification in video databases mohand-said hacid , elisa bertino , ahmed k. elmagarmid sigmod record\",,,    "|"a database approach to quality of service specification in video databases mohand said hacid elisa bertino ahmed k elmagarmid sigmod record"|"database approach quality service specification video databases mohand said hacid elisa bertino ahmed elmagarmid sigmod record"
"2413"|2412|"on optimal node splitting for r-trees 1998,\"yv√°n j. garc√≠a , scott t. leutenegger , mario a. lopez\",vldb,"|"1998"|1|"on optimal node splitting for r-trees     ,\"yv√°n j. garc√≠a , scott t. leutenegger , mario a. lopez\",vldb,"|"on optimal node splitting for r trees yv√ n j garc√ a scott t leutenegger mario a lopez vldb"|"optimal node splitting for trees yv√ garc√ scott leutenegger mario lopez vldb"
"2414"|2413|"\"an overview of repository technology philip a. bernstein , umeshwar dayal vldb\",,,1994"|"1994"|1|"\"an overview of repository technology philip a. bernstein , umeshwar dayal vldb\",,,    "|"an overview of repository technology philip a bernstein umeshwar dayal vldb"|"overview repository technology philip bernstein umeshwar dayal vldb"
"2415"|2414|"hypergraph based reorderings of outer join queries with complex predicates sigmod conference 1995,\"gautam bhargava , balakrishna r. iyer , piyush goel\",,"|"1995"|1|"hypergraph based reorderings of outer join queries with complex predicates sigmod conference     ,\"gautam bhargava , balakrishna r. iyer , piyush goel\",,"|"hypergraph based reorderings of outer join queries with complex predicates sigmod conference gautam bhargava balakrishna r iyer piyush goel"|"hypergraph based reorderings outer join queries with complex predicates sigmod conference gautam bhargava balakrishna iyer piyush goel"
"2416"|2415|"amalgamating knowledge bases v. s. subrahmanian,,acm trans . database syst .,1994"|"1994"|1|"amalgamating knowledge bases v. s. subrahmanian,,acm trans . database syst .,    "|"amalgamating knowledge bases v s subrahmanian acm trans database syst"|"amalgamating knowledge bases subrahmanian acm trans database syst"
"2417"|2416|"\"filtering with approximate predicates hector garcia-molina , narayanan shivakumar , chandra chekuri 1998\",,vldb,"|"1998"|1|"\"filtering with approximate predicates hector garcia-molina , narayanan shivakumar , chandra chekuri     \",,vldb,"|"filtering with approximate predicates hector garcia molina narayanan shivakumar chandra chekuri vldb"|"filtering with approximate predicates hector garcia molina narayanan shivakumar chandra chekuri vldb"
"2418"|2417|"\"semantic compression and pattern extraction with fascicles j. madar , raymond t. ng , h. v. jagadish vldb\",,,1999"|"1999"|1|"\"semantic compression and pattern extraction with fascicles j. madar , raymond t. ng , h. v. jagadish vldb\",,,    "|"semantic compression and pattern extraction with fascicles j madar raymond t ng h v jagadish vldb"|"semantic compression and pattern extraction with fascicles madar raymond jagadish vldb"
"2419"|2418|"picodbms : scaling down database techniques for the smartcard 2001,\"patrick valduriez , philippe pucheral , christophe bobineau , luc bouganim\",vldb j.,"|"2001"|1|"picodbms : scaling down database techniques for the smartcard     ,\"patrick valduriez , philippe pucheral , christophe bobineau , luc bouganim\",vldb j.,"|"picodbms scaling down database techniques for the smartcard patrick valduriez philippe pucheral christophe bobineau luc bouganim vldb j"|"picodbms scaling down database techniques for the smartcard patrick valduriez philippe pucheral christophe bobineau luc bouganim vldb"
"2420"|2419|"relating distributed objects vldb 1994,\"r. g. g. cattell , bruce e. martin\",,"|"1994"|1|"relating distributed objects vldb     ,\"r. g. g. cattell , bruce e. martin\",,"|"relating distributed objects vldb r g g cattell bruce e martin"|"relating distributed objects vldb cattell bruce martin"
"2421"|2420|"\"an adaptive hybrid server architecture for client caching odbmss m. tamer √∂zsu , kaladhar voruganti , ronald c. unrau\",,vldb,1999"|"1999"|1|"\"an adaptive hybrid server architecture for client caching odbmss m. tamer √∂zsu , kaladhar voruganti , ronald c. unrau\",,vldb,    "|"an adaptive hybrid server architecture for client caching odbmss m tamer √ zsu kaladhar voruganti ronald c unrau vldb"|"adaptive hybrid server architecture for client caching odbmss tamer zsu kaladhar voruganti ronald unrau vldb"
"2422"|2421|"\"integrating temporal , real-time , and active databases john a. stankovic , krithi ramamritham , ming xiong , rajendran m. sivasankaran , donald f. towsley sigmod record 1996\",,,"|"1996"|1|"\"integrating temporal , real-time , and active databases john a. stankovic , krithi ramamritham , ming xiong , rajendran m. sivasankaran , donald f. towsley sigmod record     \",,,"|"integrating temporal real time and active databases john a stankovic krithi ramamritham ming xiong rajendran m sivasankaran donald f towsley sigmod record"|"integrating temporal real time and active databases john stankovic krithi ramamritham ming xiong rajendran sivasankaran donald towsley sigmod record"
"2423"|2422|"efficient view maintenance at data warehouses sigmod conference 1997,\"tolga yurek , divyakant agrawal , amr el abbadi , ambuj k. singh\",,"|"1997"|1|"efficient view maintenance at data warehouses sigmod conference     ,\"tolga yurek , divyakant agrawal , amr el abbadi , ambuj k. singh\",,"|"efficient view maintenance at data warehouses sigmod conference tolga yurek divyakant agrawal amr el abbadi ambuj k singh"|"efficient view maintenance data warehouses sigmod conference tolga yurek divyakant agrawal amr abbadi ambuj singh"
"2424"|2423|"efficient dynamic mining of constrained frequent sets acm trans . database syst . 2003,\"laks v. s. lakshmanan , raymond t. ng , carson kai-sang leung\",,"|"2003"|1|"efficient dynamic mining of constrained frequent sets acm trans . database syst .     ,\"laks v. s. lakshmanan , raymond t. ng , carson kai-sang leung\",,"|"efficient dynamic mining of constrained frequent sets acm trans database syst laks v s lakshmanan raymond t ng carson kai sang leung"|"efficient dynamic mining constrained frequent sets acm trans database syst laks lakshmanan raymond carson kai sang leung"
"2425"|2424|"\"agents , turst , and information access on the semantic web timothy w. finin , anupam joshi 2002\",,sigmod record,"|"2002"|1|"\"agents , turst , and information access on the semantic web timothy w. finin , anupam joshi     \",,sigmod record,"|"agents turst and information access on the semantic web timothy w finin anupam joshi sigmod record"|"agents turst and information access the semantic web timothy finin anupam joshi sigmod record"
"2426"|2425|"\"template-based wrappers in the tsimmis system joachim hammer , hector garcia-molina , svetlozar nestorov , ramana yerneni , markus m. breunig , vasilis vassalos sigmod conference\",,,1997"|"1997"|1|"\"template-based wrappers in the tsimmis system joachim hammer , hector garcia-molina , svetlozar nestorov , ramana yerneni , markus m. breunig , vasilis vassalos sigmod conference\",,,    "|"template based wrappers in the tsimmis system joachim hammer hector garcia molina svetlozar nestorov ramana yerneni markus m breunig vasilis vassalos sigmod conference"|"template based wrappers the tsimmis system joachim hammer hector garcia molina svetlozar nestorov ramana yerneni markus breunig vasilis vassalos sigmod conference"
"2427"|2426|"\"geo/environmental and medical data management in the rasdaman system norbert widmann , paula furtado , peter baumann , roland ritsch 1997\",,vldb,"|"1997"|1|"\"geo/environmental and medical data management in the rasdaman system norbert widmann , paula furtado , peter baumann , roland ritsch     \",,vldb,"|"geo environmental and medical data management in the rasdaman system norbert widmann paula furtado peter baumann roland ritsch vldb"|"geo environmental and medical data management the rasdaman system norbert widmann paula furtado peter baumann roland ritsch vldb"
"2428"|2427|"journal relevance sigmod record,richard t. snodgrass,,2003"|"2003"|1|"journal relevance sigmod record,richard t. snodgrass,,    "|"journal relevance sigmod record richard t snodgrass"|"journal relevance sigmod record richard snodgrass"
"2429"|2428|"\"holistic twig joins : optimal xml pattern matching divesh srivastava , nick koudas , nicolas bruno 2002\",,sigmod conference,"|"2002"|1|"\"holistic twig joins : optimal xml pattern matching divesh srivastava , nick koudas , nicolas bruno     \",,sigmod conference,"|"holistic twig joins optimal xml pattern matching divesh srivastava nick koudas nicolas bruno sigmod conference"|"holistic twig joins optimal xml pattern matching divesh srivastava nick koudas nicolas bruno sigmod conference"
"2430"|2429|"maintenance of automatic summary tables,\"richard sidle , wolfgang lehner , hamid pirahesh , roberta cochrane\",sigmod conference,2000"|"2000"|1|"maintenance of automatic summary tables,\"richard sidle , wolfgang lehner , hamid pirahesh , roberta cochrane\",sigmod conference,    "|"maintenance of automatic summary tables richard sidle wolfgang lehner hamid pirahesh roberta cochrane sigmod conference"|"maintenance automatic summary tables richard sidle wolfgang lehner hamid pirahesh roberta cochrane sigmod conference"
"2431"|2430|"\"challenges for global information systems alon y. levy , divesh srivastava , abraham silberschatz , maria zemankova vldb\",,,1994"|"1994"|1|"\"challenges for global information systems alon y. levy , divesh srivastava , abraham silberschatz , maria zemankova vldb\",,,    "|"challenges for global information systems alon y levy divesh srivastava abraham silberschatz maria zemankova vldb"|"challenges for global information systems alon levy divesh srivastava abraham silberschatz maria zemankova vldb"
"2432"|2431|"mediator languages - a proposal for a standard sigmod record,\"peter buneman , louiqa raschid , jeffrey d. ullman\",,1997"|"1997"|1|"mediator languages - a proposal for a standard sigmod record,\"peter buneman , louiqa raschid , jeffrey d. ullman\",,    "|"mediator languages a proposal for a standard sigmod record peter buneman louiqa raschid jeffrey d ullman"|"mediator languages proposal for standard sigmod record peter buneman louiqa raschid jeffrey ullman"
"2433"|2432|"xml repository and active views demonstration,\"bruno tessier , am√©lie marian , brendan hills , sophie cluet , jean-claude mamou , bernd amann , anne-marie vercoustre , fr√©d√©ric hubert , vincent aguilera , laurent mignet , serge abiteboul , s√©bastien ailleret , tova milo , cassio souza dos santos\",vldb,1999"|"1999"|1|"xml repository and active views demonstration,\"bruno tessier , am√©lie marian , brendan hills , sophie cluet , jean-claude mamou , bernd amann , anne-marie vercoustre , fr√©d√©ric hubert , vincent aguilera , laurent mignet , serge abiteboul , s√©bastien ailleret , tova milo , cassio souza dos santos\",vldb,    "|"xml repository and active views demonstration bruno tessier am√ lie marian brendan hills sophie cluet jean claude mamou bernd amann anne marie vercoustre fr√ d√ ric hubert vincent aguilera laurent mignet serge abiteboul s√ bastien ailleret tova milo cassio souza dos santos vldb"|"xml repository and active views demonstration bruno tessier am√ lie marian brendan hills sophie cluet jean claude mamou bernd amann anne marie vercoustre fr√ ric hubert vincent aguilera laurent mignet serge abiteboul bastien ailleret tova milo cassio souza dos santos vldb"
"2434"|2433|"\"semantic b2b integration : issues in ontology-based applications zhan cui , paul o'brien , dean m. jones sigmod record\",,,2002"|"2|2002"|2|"\"semantic b b integration : issues in ontology-based applications zhan cui , paul o'brien , dean m. jones sigmod record\",,,    "|"semantic b b integration issues in ontology based applications zhan cui paul o brien dean m jones sigmod record"|"semantic integration issues ontology based applications zhan cui paul brien dean jones sigmod record"
"2435"|2434|"\"estimating page fetches for index scans with finite lru buffers k. bernhard schiefer , arun n. swami vldb j.\",,,1995"|"1995"|1|"\"estimating page fetches for index scans with finite lru buffers k. bernhard schiefer , arun n. swami vldb j.\",,,    "|"estimating page fetches for index scans with finite lru buffers k bernhard schiefer arun n swami vldb j"|"estimating page fetches for index scans with finite lru buffers bernhard schiefer arun swami vldb"
"2436"|2435|"\"a language based multidatabase system konrad schwarz , eva k√ºhn , thomas tschernko sigmod conference 1994\",,,"|"1994"|1|"\"a language based multidatabase system konrad schwarz , eva k√ºhn , thomas tschernko sigmod conference     \",,,"|"a language based multidatabase system konrad schwarz eva k√ hn thomas tschernko sigmod conference"|"language based multidatabase system konrad schwarz eva thomas tschernko sigmod conference"
"2437"|2436|"\"a pattern-based object calculus stanley y. w. su , nabil kamel , ping wu vldb j. 1994\",,,"|"1994"|1|"\"a pattern-based object calculus stanley y. w. su , nabil kamel , ping wu vldb j.     \",,,"|"a pattern based object calculus stanley y w su nabil kamel ping wu vldb j"|"pattern based object calculus stanley nabil kamel ping vldb"
"2438"|2437|"title ?,,vldb j.,1995"|"1995"|1|"title ?,,vldb j.,    "|"title vldb j"|"title vldb"
"2439"|2438|"\"sql/cli - a new binding style for sql murali venkatrao , michael pizzo\",,sigmod record,1995"|"1995"|1|"\"sql/cli - a new binding style for sql murali venkatrao , michael pizzo\",,sigmod record,    "|"sql cli a new binding style for sql murali venkatrao michael pizzo sigmod record"|"sql cli new binding style for sql murali venkatrao michael pizzo sigmod record"
"2440"|2439|"a study on data point search for hg-trees 1999,\"paul h. lewis , joseph kuan\",sigmod record,"|"1999"|1|"a study on data point search for hg-trees     ,\"paul h. lewis , joseph kuan\",sigmod record,"|"a study on data point search for hg trees paul h lewis joseph kuan sigmod record"|"study data point search for trees paul lewis joseph kuan sigmod record"
"2441"|2440|"\"object fusion in mediator systems yannis papakonstantinou , hector garcia-molina , serge abiteboul\",,vldb,1996"|"1996"|1|"\"object fusion in mediator systems yannis papakonstantinou , hector garcia-molina , serge abiteboul\",,vldb,    "|"object fusion in mediator systems yannis papakonstantinou hector garcia molina serge abiteboul vldb"|"object fusion mediator systems yannis papakonstantinou hector garcia molina serge abiteboul vldb"
"2442"|2441|"serviceglobe : distributing e-services across the internet vldb,\"konrad stocker , alfons kemper , stefan seltzsam , markus keidl\",,2002"|"2002"|1|"serviceglobe : distributing e-services across the internet vldb,\"konrad stocker , alfons kemper , stefan seltzsam , markus keidl\",,    "|"serviceglobe distributing e services across the internet vldb konrad stocker alfons kemper stefan seltzsam markus keidl"|"serviceglobe distributing services across the internet vldb konrad stocker alfons kemper stefan seltzsam markus keidl"
"2443"|2442|"massive stochastic testing of sql donald r. slutz vldb,,,1998"|"1998"|1|"massive stochastic testing of sql donald r. slutz vldb,,,    "|"massive stochastic testing of sql donald r slutz vldb"|"massive stochastic testing sql donald slutz vldb"
"2444"|2443|"efficiently mining long patterns from databases roberto j. bayardo jr.,,sigmod conference,1998"|"1998"|1|"efficiently mining long patterns from databases roberto j. bayardo jr.,,sigmod conference,    "|"efficiently mining long patterns from databases roberto j bayardo jr sigmod conference"|"efficiently mining long patterns from databases roberto bayardo sigmod conference"
"2445"|2444|"\"design , implementation , and performance of the lham log-structured history data access method gerhard weikum , peter muth , patrick e. o'neil , achim pick vldb\",,,1998"|"1998"|1|"\"design , implementation , and performance of the lham log-structured history data access method gerhard weikum , peter muth , patrick e. o'neil , achim pick vldb\",,,    "|"design implementation and performance of the lham log structured history data access method gerhard weikum peter muth patrick e o neil achim pick vldb"|"design implementation and performance the lham log structured history data access method gerhard weikum peter muth patrick neil achim pick vldb"
