label|ltable_id|rtable_id|possible_year.x|possible_year.y|short_words_removed.x|short_words_removed.y|fuzzy_similarity|fuzzy_similarity_sorted_tokens|fuzzy_similarity_partial_ratio|len_tokens_x|len_tokens_y|len_common_tokens|common_to_smaller_ratio|common_to_longer_ratio
|2359|544|"99|4|1999"|"231|231|2001"|report ngits the international workshop next generation information technologies and systems opher etzion sigmod record|the ecobase project database and web technologies for environmental information systems acm sigmod record luc bouganim maria claudia cavalcanti fran oise fabret maria luiza campos fran ois llirbat marta mattoso rubens melo ana maria moura esther pacitti fabio porto margareth simoes eric simon asterio tanaka patrick valduriez|35|42|47|17|44|7|0.4117647058823529|0.1590909090909091
|2238|1502|1995|1995|fault tolerant design multimedia servers richard muntz leana golubchik steven berson sigmod conference|fault tolerant design multimedia servers steven berson leana golubchik richard muntz international conference management data|67|82|70|15|18|14|0.9333333333333333|0.7777777777777778
|2173|1889|1996|1996|information visualization guest editors foreword sigmod record tiziana catarci isabel cruz|information visualization acm sigmod record tiziana catarci isabel cruz|85|84|75|12|10|9|0.9|0.75
|1887|548|2003|2001|approximate join processing over data streams johannes gehrke abhinandan das mirek riedewald sigmod conference|continuous queries over data streams shivnath babu jennifer widom acm sigmod record|54|51|55|14|12|4|0.3333333333333333|0.2857142857142857
|132|1016|1995|1998|application oodb and sgml techniques text database electronic dictionary system jian zhang sigmod record|bulk loading techniques for object databases and application relational data very large data bases sihem amer yahia sophie cluet claude delobel|49|53|51|17|22|4|0.23529411764705882|0.18181818181818182
|1517|1748|2003|1997|extracting structured data from web pages arvind arasu hector garcia molina sigmod conference|extracting entity profiles from semistructured information spaces robert nado scott huffman acm sigmod record|52|50|51|13|16|3|0.23076923076923078|0.1875
|2508|745|2003|2002|tods reviewers richard snodgrass sigmod record|book reviews acm sigmod record karl aberer|56|47|52|7|7|2|0.2857142857142857|0.2857142857142857
|2162|1829|2002|1997|foundations preferences database systems werner kieÃling vldb|secure transaction processing firm real time database systems international conference management data binto george jayant haritsa|43|45|56|9|19|4|0.4444444444444444|0.21052631578947367
|630|1130|1998|1996|fast high dimensional data search incomplete databases kian lee tan cheng hian goh beng chin ooi vldb|fast nearest neighbor search medical image databases flip korn nikolaos sidiropoulos christos faloutsos eliot siegel zenon protopapas very large data bases|46|48|50|18|22|5|0.2777777777777778|0.22727272727272727
|94|212|1995|1999|space optimization deductive databases acm trans database syst sudarshan divesh srivastava raghu ramakrishnan jeffrey naughton|belief reasoning mls deductive databases hasan jamil international conference management data|47|49|47|18|15|3|0.2|0.16666666666666666
|692|2243|1998|1994|repositories and object oriented databases philip bernstein sigmod record|odefs file system interface object oriented database very large data bases narain gehani jagadish william roome|52|46|60|10|22|3|0.3|0.13636363636363635
|2296|1667|1996|1994|the mariposa distributed database management system sigmod record jeff sidell|the ores temporal database management system babis theodoulidis aziz ait braham george andrianopoulos jayant chaudhary george karvelis simon sou international conference management data|40|39|58|10|23|4|0.4|0.17391304347826086
|290|295|2001|2001|efficient computation iceberg cubes with complex measures guozhu dong jian pei jiawei han wang sigmod conference|space efficient online computation quantile summaries international conference management data michael greenwald sanjeev khanna|49|50|50|18|16|4|0.25|0.2222222222222222
|2495|1958|1997|1996|optimizing queries across diverse data sources edward wimmers donald kossmann jun yang laura haas vldb|optimizing queries over multimedia repositories surajit chaudhuri luis gravano international conference management data|51|48|48|17|15|3|0.2|0.17647058823529413
|577|698|2003|2002|index adaptive structural summary for graph structured data chen qun andrew lim kian win ong sigmod conference|apex adaptive path index for xml data international conference management data chin wan chung jun min kyuseok shim|45|57|46|20|21|6|0.3|0.2857142857142857
|2292|810|1997|1999|array based algorithm for simultaneous multidimensional aggregates jeffrey naughton yihong zhao prasad deshpande sigmod conference|explaining differences multidimensional aggregates sunita sarawagi very large data bases|49|56|53|17|11|2|0.18181818181818182|0.11764705882352941
|609|1250|2000|1998|towards self tuning data placement parallel database systems sigmod conference mong lee beng chin ooi anirban mondal kian lee tan masaru kitsuregawa|data partitioning and load balancing parallel disk systems peter scheuermann gerhard weikum peter zabback the vldb journal the international journal very large data bases|49|49|49|23|22|4|0.18181818181818182|0.17391304347826086
|1365|2210|1996|"5|03|2003"|report first international workshop real time database systems sang hyuk son kwei jay lin azer bestavros sigmod record|report the international workshop the design and management data warehouses dmdw acm sigmod record hans lenz panos vassiliadis manfred jeusfeld martin staudt|54|55|58|19|25|6|0.3157894736842105|0.24
|1170|414|2002|2000|roadrunner automatic data extraction from data intensive web sites giansalvatore mecca valter crescenzi paolo merialdo sigmod conference|homer model based case tool for data intensive web sites paolo merialdo paolo atzeni marco magnante giansalvatore mecca marco pecorone international conference management data|53|57|54|16|24|9|0.5625|0.375
|2302|225|2002|1998|logical foundation for deductive object oriented databases mengchi liu tok wang ling gillian dobbie acm trans database syst|the trigs active object oriented database system overview kappel retschitzegger acm sigmod record|49|46|54|19|16|4|0.25|0.21052631578947367
|2302|1609|2002|1995|logical foundation for deductive object oriented databases mengchi liu tok wang ling gillian dobbie acm trans database syst|space optimization deductive databases divesh srivastava sudarshan raghu ramakrishnan jeffrey naughton acm transactions database systems tods|51|58|51|19|20|4|0.21052631578947367|0.2
|744|98|1997|"1999|225"|algorithms for materialized view design data warehousing environment kamalakar karlapalem jian yang qing vldb|efficient materialization and use views data warehouses rcio farias souza marcus costa sampaio acm sigmod record|50|50|50|16|20|2|0.125|0.1
|314|1274|2000|"231|2000"|view management multimedia databases subrahmanian eric lemar selÃ candan vldb|view management multimedia databases sel candan eric lemar subrahmanian the vldb journal the international journal very large data bases|63|75|79|16|23|14|0.875|0.6086956521739131
|1752|1376|1998|2000|integrating reliable memory databases peter chen wee teck vldb|integrating the tree into database system kernel frank ramsak volker markl robert fenk martin zirkel klaus elhardt rudolf bayer very large data bases|44|42|58|13|25|1|0.07692307692307693|0.04
|386|2124|2002|2003|book review column karl aberer sigmod record|book reviews karl aberer acm sigmod record|86|86|83|7|7|5|0.7142857142857143|0.7142857142857143
|598|2210|"98|5|1998"|"5|03|2003"|krdb the international workshop knowledge representation meets databases alexander borgida martin staudt vinay chaudhri sigmod record|report the international workshop the design and management data warehouses dmdw acm sigmod record hans lenz panos vassiliadis manfred jeusfeld martin staudt|52|61|55|19|25|9|0.47368421052631576|0.36
|392|462|1998|2000|materialized views and data warehouses nick roussopoulos sigmod record|knowledge discovery data warehouses themistoklis palpanas acm sigmod record|61|58|61|9|10|4|0.4444444444444444|0.4
|1945|59|2002|1999|conceptual architecture for semantic web enabled web services dieter fensel alexander maedche christoph bussler sigmod record|layered architecture for querying dynamic web content hasan davulcu juliana freire michael kifer ramakrishnan international conference management data|45|45|47|16|23|4|0.25|0.17391304347826086
|2446|1301|1995|1994|incremental computation nested relational query expressions acm trans database syst leo mark lars kgaard|completeness historical relational query languages james clifford albert croker alexander tuzhilin acm transactions database systems tods|52|53|50|16|18|5|0.3125|0.2777777777777778
|2098|590|2001|"225|225|1994"|the network the database data management for highly distributed systems sigmod conference michael wynblatt julio navas|the demarcation protocol technique for maintaining constraints distributed database systems daniel barbar mill hector garcia molina the vldb journal the international journal very large data bases|46|52|48|18|26|6|0.3333333333333333|0.23076923076923078
|735|1843|2001|"231|1997"|prototype content based retrieval system that uses virtual images save space leonard brown gruenwald vldb|semcog object based image retrieval system and its visual query interface wen syan sel candan kyoji hirata yoshinori hara international conference management data|46|48|53|18|29|3|0.16666666666666666|0.10344827586206896
|1542|1408|1997|2001|extraction object oriented structures from existing relational databases julia hodges shekar ramanathan sigmod record|efficient index structures for string databases tamer kahveci ambuj singh very large data bases|53|46|57|16|15|2|0.13333333333333333|0.125
|1347|1962|1997|1996|dataguides enabling query formulation and optimization semistructured databases vldb roy goldman jennifer widom|query caching and optimization distributed mediator systems adali candan papakonstantinou subrahmanian international conference management data|47|46|51|14|22|4|0.2857142857142857|0.18181818181818182
|1496|1656|1997|1995|secure transaction processing firm real time database systems binto george jayant haritsa sigmod conference|multigranularity locking multiple job classes transaction processing system acm sigmod record shan hoi sheung lun hung|46|55|48|16|18|4|0.25|0.2222222222222222
|198|1787|2000|1998|effective timestamping databases christian jensen kristian torp richard snodgrass vldb|query unnesting object oriented databases international conference management data leonidas fegaras|45|43|46|14|14|2|0.14285714285714285|0.14285714285714285
|879|883|2003|2000|efficient mining xml query patterns for caching liang huai yang mong lee wynne hsu vldb|efficient filtering xml documents for selective dissemination information mehmet altinel michael franklin very large data bases|49|40|53|17|18|4|0.23529411764705882|0.2222222222222222
|2201|974|1997|1998|the oracle universal server buffer ashok joshi macnaughton juan loaiza keihl tirthankar lahiri william bridge vldb|architecture oracle parallel server very large data bases roger bamford butler boris klots macnaughton|41|49|40|18|17|4|0.23529411764705882|0.2222222222222222
|2219|1162|1998|1997|integration heterogeneous databases without common domains using queries based textual similarity william cohen sigmod conference|graphical interaction with heterogeneous databases the vldb journal the international journal very large data bases catarci santucci cardiff|50|53|52|18|20|3|0.16666666666666666|0.15
|435|840|1999|1999|what can hierarchies for data warehouses laks lakshmanan jagadish divesh srivastava vldb|what can hierarchies for data warehouses jagadish laks lakshmanan divesh srivastava very large data bases|80|89|84|16|18|15|0.9375|0.8333333333333334
|2595|964|1997|1998|foundation for multi dimensional databases laks lakshmanan marc gyssens vldb|fast high dimensional data search incomplete databases very large data bases beng chin ooi cheng hian goh kian lee tan|43|48|50|13|20|2|0.15384615384615385|0.1
|2098|1667|2001|1994|the network the database data management for highly distributed systems sigmod conference michael wynblatt julio navas|the ores temporal database management system babis theodoulidis aziz ait braham george andrianopoulos jayant chaudhary george karvelis simon sou international conference management data|47|51|48|18|23|5|0.2777777777777778|0.21739130434782608
|35|1055|1996|1996|integrating triggers and declarative constraints sql database sytems roberta cochrane hamid pirahesh nelson mendonÃ mattos vldb|the role integrity constraints database interoperation very large data bases mark vermeer peter apers|49|53|51|18|19|3|0.16666666666666666|0.15789473684210525
|386|619|2002|2002|book review column karl aberer sigmod record|book reviews karl aberer acm sigmod record|86|86|83|7|7|5|0.7142857142857143|0.7142857142857143
|1481|1697|1996|"100|1994"|database management systems and the internet susan malaika vldb|constructing the next database management systems like the handyman like the engineer andreas geppert klaus dittrich acm sigmod record|50|51|65|9|18|4|0.4444444444444444|0.2222222222222222
|2224|990|1997|1998|lore database management system for semistructured data sigmod record roy goldman serge abiteboul jennifer widom dallan quass jason mchugh|web site management database problem daniela florescu alon levy dan suciu very large data bases|45|51|49|20|18|4|0.2222222222222222|0.2
|317|1032|1998|1997|garbage collection object oriented databases using transactional cyclic reference counting vldb sudarshan prasan roy abraham silberschatz srinivas ashwin seshadri|garbage collection object oriented databases using transactional cyclic reference counting srinivas ashwin prasan roy seshadri abraham silberschatz sudarshan very large data bases|81|94|84|22|24|20|0.9090909090909091|0.8333333333333334
|22|2027|1997|2003|query language for web site management system dan suciu daniela florescu alon levy mary fernandez sigmod record|xquery query language for xml international conference management data don chamberlin|48|51|52|20|14|5|0.35714285714285715|0.25
|2132|258|1996|2001|constructing efficient decision trees using optimized numeric association rules takeshi fukuda yasuhiko morimoto takeshi tokuyama shinichi morishita vldb|communication efficient distributed mining association rules assaf schuster ran wolff international conference management data|50|45|52|18|16|3|0.1875|0.16666666666666666
|2006|89|1999|1999|multi resolution document transmission mobile web stanley yau antonio dennis mcleod hong leong sigmod record|mutli resolution document transmission mobile web acm sigmod record stanley yau hong leong dennis mcleod antonio|75|98|75|21|22|20|0.9523809523809523|0.9090909090909091
|349|2241|1994|1994|data compression support databases david wilhite balakrishna iyer vldb|data compression support databases balakrishna iyer david wilhite very large data bases|73|86|79|11|13|10|0.9090909090909091|0.7692307692307693
|1849|1232|2003|2002|timber native system for querying xml laks lakshmanan stelios paparizos nuwee wiwatwattana cong jignesh patel jagadish andrew nierman divesh srivastava adriane chapman yuqing shurug khalifa sigmod conference|timber native xml database jagadish khalifa chapman lakshmanan nierman paparizos patel srivastava wiwatwattana the vldb journal the international journal very large data bases|48|69|49|35|36|20|0.5714285714285714|0.5555555555555556
|2533|655|"13|98|1999"|"18|2002"|report the brazilian symposium database systems sbbd sigmod record claudia bauzer medeiros mario nascimento|report the british national conference databases bncod acm sigmod record carole goble brian read|60|57|62|17|16|6|0.375|0.35294117647058826
|1664|1883|1999|"233|1997"|query optimization for xml jason mchugh jennifer widom vldb|outerjoin simplification and reordering for query optimization acm transactions database systems tods sar galindo legaria arnon rosenthal|36|36|54|9|19|3|0.3333333333333333|0.15789473684210525
|2161|879|2002|2000|efficient structural joins indexed xml documents vldb zografoula vagena shu yao chien vassilis tsotras carlo zaniolo donghui zhang|efficiently publishing relational data xml documents jayavel shanmugasundaram eugene shekita rimon barr michael carey bruce lindsay hamid pirahesh berthold reinwald very large data bases|45|41|49|20|26|3|0.15|0.11538461538461539
|1768|2261|1994|1994|metadata for integrating speech documents text retrieval system sigmod record martin wechsler ulrike glavitsch peter schÃ uble|integrating structured text retrieval system with object oriented database system very large data bases tak yan jurgen annevelink|50|52|51|19|20|5|0.2631578947368421|0.25
|1835|259|1998|2001|wavelet based histograms for selectivity estimation sigmod conference jeffrey scott vitter yossi matias min wang|selectivity estimation using probabilistic models lise getoor benjamin taskar daphne koller international conference management data|44|52|45|15|17|3|0.2|0.17647058823529413
|105|2037|2003|2003|processing set expressions over continuous update streams sumit ganguly minos garofalakis rajeev rastogi sigmod conference|processing set expressions over continuous update streams sumit ganguly minos garofalakis rajeev rastogi international conference management data|86|85|91|16|19|14|0.875|0.7368421052631579
|1050|1650|2001|1995|querying xml views relational data jerry kiernan jayavel shanmugasundaram catalina fan eugene shekita john funderburk vldb|declarative updates relational databases acm transactions database systems tods weidong chen|44|43|47|18|13|2|0.15384615384615385|0.1111111111111111
|1977|1904|1997|1997|environment information systems guest editor foreword oliver nther sigmod record|www udk web based environmental meta information system ralf kramer ralf nicholai arne koschel claudia rolker peter lockemann andree keitel rudolf legat konrad tirm acm sigmod record|51|47|56|12|27|3|0.25|0.1111111111111111
|785|1329|2001|2001|analyzing quantitative databases image everything reuven kashi nathan netanyahu amihood amir vldb|analyzing quantitative databases image everything very large data bases amihood amir reuven kashi nathan netanyahu|76|90|77|14|17|13|0.9285714285714286|0.7647058823529411
|751|236|1998|1998|algebraic change propagation for semijoin and outerjoin queries timothy griffin bharat kumar sigmod record|algebraic change propagation for semijoin and outerjoin queries timothy griffin bharat kumar acm sigmod record|98|98|96|14|15|14|1.0|0.9333333333333333
|1102|1494|1994|1995|relaxed transaction processing darrell woelk munindar singh christine tomlinson sigmod conference|directv and oracle rdb the challenge vldb transaction processing william gettys international conference management data|49|50|56|12|18|3|0.25|0.16666666666666666
|1572|303|2000|2001|local dimensionality reduction new approach indexing high dimensional spaces kaushik chakrabarti sharad mehrotra vldb|locally adaptive dimensionality reduction for indexing large time series databases eamonn keogh kaushik chakrabarti michael pazzani sharad mehrotra international conference management data|58|56|63|16|24|7|0.4375|0.2916666666666667
|2497|1419|1994|1994|unisql unified relational and object oriented database system won kim sigmod conference|naos efficient and modular reactive capabilities object oriented database system christine collet thierry coupaye svensen very large data bases|52|48|61|13|22|5|0.38461538461538464|0.22727272727272727
|333|1751|2003|1997|querying structured text xml database jagadish shurug khalifa cong sigmod conference|inferring structure semistructured data svetlozer nestorov serge abiteboul rajeev motwani acm sigmod record|50|47|50|17|14|2|0.14285714285714285|0.11764705882352941
|2185|1055|1996|1996|further improvements integrity constraint checking for stratifiable deductive databases sin yeung lee tok wang ling vldb|the role integrity constraints database interoperation very large data bases mark vermeer peter apers|55|46|57|17|19|1|0.058823529411764705|0.05263157894736842
|1808|220|1996|1999|improved histograms for selectivity estimation range predicates eugene shekita viswanath poosala yannis ioannidis peter haas sigmod conference|selectivity estimation spatial databases swarup acharya viswanath poosala sridhar ramaswamy international conference management data|53|57|57|20|17|6|0.35294117647058826|0.3
|2206|722|2002|2002|middle tier database caching for business hamid pirahesh mohan jeffrey naughton sailesh krishnamurthy honguk woo qiong luo bruce lindsay sigmod conference|web caching for database applications with oracle web cache jesse anton lawrence jacobs xiang liu jordan parker zheng zeng tie zhong international conference management data|44|48|46|25|26|4|0.16|0.15384615384615385
|1233|680|2002|2002|efficient algorithms for processing xpath queries reinhard pichler georg gottlob christoph koch vldb|efficient algorithms for minimizing tree pattern queries prakash ramanan international conference management data|54|54|55|13|15|4|0.3076923076923077|0.26666666666666666
|1321|782|2003|1999|xquery query language for xml donald chamberlin sigmod conference|query optimization for xml very large data bases jason mchugh jennifer widom|44|43|45|11|12|3|0.2727272727272727|0.25
|1283|1650|1996|1995|dbminer interactive mining multiple level knowledge relational databases wei wang krzysztof koperski yongjian osmar zaÃ ane jenny chiang jiawei han sigmod conference|declarative updates relational databases acm transactions database systems tods weidong chen|47|45|50|26|13|3|0.23076923076923078|0.11538461538461539
|1885|775|2002|1998|spatial indexing high dimensional data based relative approximation vldb shunsuke uemura masatoshi yoshikawa yasushi sakurai haruhiko kojima|tree based indexing now relative bitemporal data rasa bliujute christian jensen simonas saltenis giedrius slivinskas very large data bases|47|44|48|20|21|5|0.25|0.23809523809523808
|341|2075|1994|"246|2003"|implementation magic sets relational database system sigmod conference inderpal singh mumick hamid pirahesh|the computation relational view complements jens lechtenb rger gottfried vossen acm transactions database systems tods|43|46|43|16|17|3|0.1875|0.17647058823529413
|2214|1553|1994|1995|announcements from nsf nasa and elsewhere xiaolei qian sigmod record|turmoil nasa and numerous funding announcements xiaolei qian acm sigmod record|60|74|63|10|12|7|0.7|0.5833333333333334
|2570|1138|1994|1996|semantic integration heterogeneous databases using neural networks vldb chris clifton wen syan|querying heterogeneous information sources using source descriptions very large data bases alon levy anand rajaraman joann ordille|48|50|52|14|19|2|0.14285714285714285|0.10526315789473684
|372|1604|1999|1995|database research the university oklahoma sigmod record sirirut vanichayobon leonard brown ravi dirckze sylvain guinepain carlos nchez gruenwald brian summers|data and knowledge base research hong kong university science and technology drew hamidzadeh karlapalem kean lee lochovsky shum wuthrich acm sigmod record|48|50|48|25|32|7|0.28|0.21875
|2154|1521|1997|1995|graphical interaction with heterogeneous databases vldb tiziana catarci john cardiff giuseppe santucci|semint system prototype for semantic integration heterogeneous databases international conference management data wen syan chris clifton|51|50|60|13|21|2|0.15384615384615385|0.09523809523809523
|1821|1345|2001|2001|caching technologies for web applications mohan vldb|caching technologies for web applications mohan very large data bases|86|82|94|8|11|7|0.875|0.6363636363636364
|1706|902|1994|2003|formal query languages for secure relational databases marianne winslett kenneth smith xiaolei qian acm trans database syst|graphical query language for mobile information systems hui chang acm sigmod record|48|48|51|17|14|3|0.21428571428571427|0.17647058823529413
|1451|761|2002|2002|querying and mining data streams you only get one look tutorial minos garofalakis rajeev rastogi johannes gehrke sigmod conference|querying and mining data streams you only get one look tutorial minos garofalakis johannes gehrke rajeev rastogi international conference management data|78|86|82|21|23|19|0.9047619047619048|0.8260869565217391
|627|1785|1995|1998|the merge purge problem for large databases salvatore stolfo mauricio hernÃ ndez sigmod conference|cure efficient clustering algorithm for large databases international conference management data sudipto guha rajeev rastogi kyuseok shim|47|49|50|16|20|4|0.25|0.2
|437|1473|1998|1995|efficient and transparent application recovery client server information systems david lomet gerhard weikum sigmod conference|efficient incremental garbage collection for client server object database systems laurent amsaleg michael franklin olivier gruber very large data bases|50|49|52|17|21|4|0.23529411764705882|0.19047619047619047
|561|1992|1996|1996|query language and optimization techniques for unstructured data gerd hillebrand peter buneman susan davidson dan suciu sigmod conference|query language and optimization techniques for unstructured data peter buneman susan davidson gerd hillebrand dan suciu international conference management data|77|85|81|21|22|18|0.8571428571428571|0.8181818181818182
|1015|1702|"1995|1995"|"214|1994"|report the international workshop temporal databases sigmod record arie segev richard snodgrass christian jensen|towards infrastructure for temporal databases report invitational arpa nsf workshop niki pissinou richard thomas snodgrass ramez elmasri inderpal mumick tamer zsu barbara pernici arie segev babis theodoulidis umeshwar dayal acm sigmod record|41|59|54|17|35|11|0.6470588235294118|0.3142857142857143
|515|259|1997|2001|using probabilistic information data integration alon levy daniela florescu daphne koller vldb|selectivity estimation using probabilistic models lise getoor benjamin taskar daphne koller international conference management data|49|57|54|14|17|5|0.35714285714285715|0.29411764705882354
|1111|1518|1994|1995|quickstore high performance mapped object store david dewitt seth white sigmod conference|implementing crash recovery quickstore performance study international conference management data seth white david dewitt|49|65|57|14|19|9|0.6428571428571429|0.47368421052631576
|1629|1405|1996|2001|estimating alphanumeric selectivity the presence wildcards sigmod conference balakrishna iyer jeffrey scott vitter krishnan|estimating the selectivity xml path expressions for internet scale applications very large data bases ashraf aboulnaga alaa alameldeen jeffrey naughton|51|54|50|18|23|6|0.3333333333333333|0.2608695652173913
|1870|1048|1995|1996|using the calanda time series management system werner dreyer angelika kotz dittrich duri schmidt sigmod conference|database management systems and the internet very large data bases susan malaika|44|50|54|16|12|2|0.16666666666666666|0.125
|1989|2024|1994|2003|databases for networks jagadish sigmod conference|panel querying networked databases nick koudas divesh srivastava international conference management data|43|49|49|8|14|2|0.25|0.14285714285714285
|549|1331|2001|2001|space efficient online computation quantile summaries sanjeev khanna michael greenwald sigmod conference|efficient progressive skyline computation very large data bases kian lee tan pin kwang eng beng chin ooi|51|47|53|13|17|2|0.15384615384615385|0.11764705882352941
|142|189|1998|"1998|225"|catching the boat with strudel experiences with web site management system jaewoo kang dan suciu alon levy daniela florescu mary fernandez sigmod conference|catching the boat with strudel experiences with web site management system mary fern ndez daniela florescu jaewoo kang alon levy dan suciu international conference management data|72|85|75|25|27|21|0.84|0.7777777777777778
|787|2247|2000|1994|iterative dynamic programming new class query optimization algorithms donald kossmann konrad stocker acm trans database syst|investigation algebraic query optimisation techniques for database programming languages alexandra poulovassilis carol small very large data bases|47|56|48|18|18|4|0.2222222222222222|0.2222222222222222
|2444|459|1998|2000|design implementation and performance the lham log structured history data access method gerhard weikum peter muth patrick neil achim pick vldb|the implementation and performance compressed databases till westmann donald kossmann sven helmer guido moerkotte acm sigmod record|54|54|54|24|18|5|0.2777777777777778|0.20833333333333334
|1834|206|1994|"1999|246"|dynamic maintenance data distribution for selectivity estimation vldb kyu young whang gio wiederhold sang wook kim|comparison selectivity estimators for range queries metric attributes international conference management data blohsfeld dieter korus bernhard seeger|40|42|44|18|22|4|0.2222222222222222|0.18181818181818182
|1325|1702|1994|"214|1994"|towards infrastructure for temporal databases report invitational arpa nsf workshop ramez elmasri richard snodgrass babis theodoulidis inderpal singh mumick arie segev tamer zsu umeshwar dayal niki pissinou barbara pernici sigmod record|towards infrastructure for temporal databases report invitational arpa nsf workshop niki pissinou richard thomas snodgrass ramez elmasri inderpal mumick tamer zsu barbara pernici arie segev babis theodoulidis umeshwar dayal acm sigmod record|75|95|75|36|35|32|0.9142857142857143|0.8888888888888888
|2007|310|2002|2001|efficient retrieval similar shapes davood rafiei alberto mendelzon vldb|efficient and tumble similar set retrieval aristides gionis dimitrios gunopulos nick koudas international conference management data|45|50|49|12|18|4|0.3333333333333333|0.2222222222222222
|2503|1789|1998|1998|parallel mining algorithms for generalized association rules with classification hierarchy masaru kitsuregawa takahiko shintani sigmod conference|parallel mining algorithms for generalized association rules with classification hierarchy international conference management data takahiko shintani masaru kitsuregawa|76|87|77|16|20|15|0.9375|0.75
|2402|171|2003|"8|1998"|relational data sharing peer based data management systems beng chin ooi yanfeng shu kian lee tan sigmod record|database systems management and oracle gregory doherty international conference management data|43|48|46|18|13|3|0.23076923076923078|0.16666666666666666
|806|1027|"2|1997"|"2|1997"|concurrent garbage collection vldb marcin skubiszewski patrick valduriez|concurrent garbage collection very large data bases marcin skubiszewski patrick valduriez|90|87|78|10|13|9|0.9|0.6923076923076923
|1243|881|2003|"246|228|2000"|lineage tracing for general data warehouse transformations jennifer widom yingwei cui vldb|multi dimensional database allocation for parallel data warehouses thomas holger rtens erhard rahm very large data bases|50|44|53|13|19|2|0.15384615384615385|0.10526315789473684
|1950|1026|1996|1997|the computation multidimensional aggregates vldb sunita sarawagi ashish gupta rakesh agrawal prasad deshpande jeffrey naughton sameet agarwal raghu ramakrishnan|foundation for multi dimensional databases marc gyssens laks lakshmanan very large data bases|48|45|55|22|16|0|0.0|0.0
|2121|1119|1997|"2|235|1995"|axiomatic model dynamic schema evolution objectbase systems tamer zsu randal peters acm trans database syst|schema and database evolution the object database system fabrizio ferrandina thorsten meyer roberto zicari guy ferran lle madec very large data bases|53|52|51|21|24|4|0.19047619047619047|0.16666666666666666
|1274|1777|2001|1998|indexing very high dimensional sparse and quasi sparse vectors for similarity searches vldb xiaoyang sean wang changzhou wang|dimensionality reduction for similarity searching dynamic databases ravi kanth divyakant agrawal ambuj singh international conference management data|46|42|49|17|22|2|0.11764705882352941|0.09090909090909091
|384|755|1998|"7|2002"|multimediaminer system prototype for multimedia data mining jenny chiang nian osmar zaÃ ane sonny chee jiawei han sigmod conference|mpeg and multimedia database systems harald kosch acm sigmod record|43|46|51|24|10|2|0.2|0.08333333333333333
|1582|1432|1998|1994|performance measurements tertiary storage devices ethan miller theodore johnson vldb|dali high performance main memory storage manager jagadish daniel lieuwen rajeev rastogi abraham silberschatz sudarshan very large data bases|44|42|53|12|24|2|0.16666666666666666|0.08333333333333333
|1954|1323|2001|"246|2001"|warlock data allocation tool for parallel warehouses thomas stÃ erhard rahm vldb|warlock data allocation tool for parallel warehouses thomas erhard rahm very large data bases|90|88|95|14|16|12|0.8571428571428571|0.75
|1891|54|1999|1999|bottom computation sparse and iceberg cubes sigmod conference kevin beyer raghu ramakrishnan|bottom computation sparse and iceberg cube kevin beyer raghu ramakrishnan international conference management data|70|80|79|15|17|12|0.8|0.7058823529411765
|692|1142|1998|1996|repositories and object oriented databases philip bernstein sigmod record|objects and databases decade turmoil michael carey david dewitt very large data bases|42|47|41|10|16|3|0.3|0.1875
|2482|387|2000|2000|self organizing data sharing communities with sagres sigmod conference igor tatarinov wai tak theodora yeung shiori betzler jing jayant madhavan rachel pottinger alon levy ewa jaslikowska stefan saroiu qiong chen zachary ives|self organizing data sharing communities with sagres zachary ives alon levy jayant madhavan rachel pottinger stefan saroiu igor tatarinov shiori betzler qiong chen ewa jaslikowska jing wai tak theodora yeung international conference management data|58|90|60|35|36|32|0.9142857142857143|0.8888888888888888
|2096|2218|1995|2003|managing intra operator parallelism parallel database systems david dewitt manish mehta vldb|managing uncertainty sensor database reynold cheng sunil prabhakar acm sigmod record|46|43|46|14|12|3|0.25|0.21428571428571427
|1905|917|1994|2002|editor notes arie segev sigmod record|editorial peter apers stefano ceri richard snodgrass the vldb journal the international journal very large data bases|35|36|51|7|16|0|0.0|0.0
|385|207|1999|1999|query optimization for selections using bitmaps ming chuan sigmod conference|query optimization for selections using bitmaps international conference management data ming chuan|68|77|81|11|15|10|0.9090909090909091|0.6666666666666666
|1926|1392|2000|2000|dynamic maintenance wavelet based histograms vldb yossi matias jeffrey scott vitter min wang|dynamic maintenance wavelet based histograms yossi matias jeffrey scott vitter min wang very large data bases|87|87|95|14|17|13|0.9285714285714286|0.7647058823529411
|2192|1422|1994|1994|algebraic approach rule analysis expert database systems vldb jennifer widom elena baralis|algebraic approach rule analysis expert database systems elena baralis jennifer widom very large data bases|86|89|87|15|18|14|0.9333333333333333|0.7777777777777778
|838|1565|"101|1995"|1995|parallel database systems jim gray sigmod conference|metu interoperable database system acm sigmod record dogac dengi kilic ozhan ozcan nural evrendilek halici arpinar koksal kesim mancuhan|39|38|67|7|29|2|0.2857142857142857|0.06896551724137931
|1854|1197|1998|2002|raster approximation for processing spatial joins jano moreira souza geraldo zimbrao vldb|searching metric spaces spatial approximation gonzalo navarro the vldb journal the international journal very large data bases|46|51|48|15|18|3|0.2|0.16666666666666666
|1788|1179|2003|1998|supporting top join queries relational databases walid aref ahmed elmagarmid ihab ilyas vldb|enhanced abstract data types object relational databases praveen seshadri the vldb journal the international journal very large data bases|45|48|49|17|18|4|0.23529411764705882|0.2222222222222222
