"id"|"description"|"possible_year"|"all_digits_pieces_from_text"|"description_digits_removed"|"desc_without_puct"|"short_words_removed"
"1918"|1917|"\"a consumer viewpoint on mediator languages-a proposal for a standard arnon rosenthal , erich hughes , scott renner , len seligman acm sigmod record\",,,1997"|"1997"|1|"\"a consumer viewpoint on mediator languages-a proposal for a standard arnon rosenthal , erich hughes , scott renner , len seligman acm sigmod record\",,,    "|"a consumer viewpoint on mediator languages a proposal for a standard arnon rosenthal erich hughes scott renner len seligman acm sigmod record"|"consumer viewpoint mediator languages proposal for standard arnon rosenthal erich hughes scott renner len seligman acm sigmod record"
"1919"|1918|"data management for earth system science 1997,\"james frew , jeff dozier\",acm sigmod record,"|"1997"|1|"data management for earth system science     ,\"james frew , jeff dozier\",acm sigmod record,"|"data management for earth system science james frew jeff dozier acm sigmod record"|"data management for earth system science james frew jeff dozier acm sigmod record"
"1920"|1919|"open gis and on-line environmental libraries kenn gardels 1997,,acm sigmod record,"|"1997"|1|"open gis and on-line environmental libraries kenn gardels     ,,acm sigmod record,"|"open gis and on line environmental libraries kenn gardels acm sigmod record"|"open gis and line environmental libraries kenn gardels acm sigmod record"
"1921"|1920|"similarity-based queries for time series data international conference on management of data,\"davood rafiei , alberto mendelzon\",,1997"|"1997"|1|"similarity-based queries for time series data international conference on management of data,\"davood rafiei , alberto mendelzon\",,    "|"similarity based queries for time series data international conference on management of data davood rafiei alberto mendelzon"|"similarity based queries for time series data international conference management data davood rafiei alberto mendelzon"
"1922"|1921|"\"fast parallel similarity search in multimedia databases stefan berchtold , christian b &#246; hm , bernhard braunm &#252; ller , daniel a. keim , hans-peter kriegel international conference on management of data\",,,1997"|"246|252|1997"|3|"\"fast parallel similarity search in multimedia databases stefan berchtold , christian b &#   ; hm , bernhard braunm &#   ; ller , daniel a. keim , hans-peter kriegel international conference on management of data\",,,    "|"fast parallel similarity search in multimedia databases stefan berchtold christian b hm bernhard braunm ller daniel a keim hans peter kriegel international conference on management of data"|"fast parallel similarity search multimedia databases stefan berchtold christian bernhard braunm ller daniel keim hans peter kriegel international conference management data"
"1923"|1922|"\"an adaptive data replication algorithm ouri wolfson , sushil jajodia , yixiu huang\",,acm transactions on database systems ( tods ),1997"|"1997"|1|"\"an adaptive data replication algorithm ouri wolfson , sushil jajodia , yixiu huang\",,acm transactions on database systems ( tods ),    "|"an adaptive data replication algorithm ouri wolfson sushil jajodia yixiu huang acm transactions on database systems tods"|"adaptive data replication algorithm ouri wolfson sushil jajodia yixiu huang acm transactions database systems tods"
"1924"|1923|"applying formal methods to semantic-based decomposition of transactions acm transactions on database systems ( tods ),\"paul ammann , sushil jajodia , indrakshi ray\",,1997"|"1997"|1|"applying formal methods to semantic-based decomposition of transactions acm transactions on database systems ( tods ),\"paul ammann , sushil jajodia , indrakshi ray\",,    "|"applying formal methods to semantic based decomposition of transactions acm transactions on database systems tods paul ammann sushil jajodia indrakshi ray"|"applying formal methods semantic based decomposition transactions acm transactions database systems tods paul ammann sushil jajodia indrakshi ray"
"1925"|1924|"on the semantics of now in databases acm transactions on database systems ( tods ),\"james clifford , curtis dyreson , tom &#225; s isakowitz , christian s. jensen , richard thomas snodgrass\",,1997"|"225|1997"|2|"on the semantics of now in databases acm transactions on database systems ( tods ),\"james clifford , curtis dyreson , tom &#   ; s isakowitz , christian s. jensen , richard thomas snodgrass\",,    "|"on the semantics of now in databases acm transactions on database systems tods james clifford curtis dyreson tom s isakowitz christian s jensen richard thomas snodgrass"|"the semantics now databases acm transactions database systems tods james clifford curtis dyreson tom isakowitz christian jensen richard thomas snodgrass"
"1926"|1925|"logical design for temporal databases with multiple granularities,\"x. sean wang , claudio bettini , alexander brodsky , sushil jajodia\",acm transactions on database systems ( tods ),1997"|"1997"|1|"logical design for temporal databases with multiple granularities,\"x. sean wang , claudio bettini , alexander brodsky , sushil jajodia\",acm transactions on database systems ( tods ),    "|"logical design for temporal databases with multiple granularities x sean wang claudio bettini alexander brodsky sushil jajodia acm transactions on database systems tods"|"logical design for temporal databases with multiple granularities sean wang claudio bettini alexander brodsky sushil jajodia acm transactions database systems tods"
"1927"|1926|"opportunities in information management and assurance xiaolei qian acm sigmod record,,,1997"|"1997"|1|"opportunities in information management and assurance xiaolei qian acm sigmod record,,,    "|"opportunities in information management and assurance xiaolei qian acm sigmod record"|"opportunities information management and assurance xiaolei qian acm sigmod record"
"1928"|1927|"query previews for networked information systems : a case study with nasa environmental data,\"khoa doan , catherine plaisant , ben shneiderman , tom bruns\",acm sigmod record,1997"|"1997"|1|"query previews for networked information systems : a case study with nasa environmental data,\"khoa doan , catherine plaisant , ben shneiderman , tom bruns\",acm sigmod record,    "|"query previews for networked information systems a case study with nasa environmental data khoa doan catherine plaisant ben shneiderman tom bruns acm sigmod record"|"query previews for networked information systems case study with nasa environmental data khoa doan catherine plaisant ben shneiderman tom bruns acm sigmod record"
"1929"|1928|"database buffer size investigation for oltp workloads international conference on management of data,\"thin-fong tsuei , allan n. packer , keng-tai ko\",,1997"|"1997"|1|"database buffer size investigation for oltp workloads international conference on management of data,\"thin-fong tsuei , allan n. packer , keng-tai ko\",,    "|"database buffer size investigation for oltp workloads international conference on management of data thin fong tsuei allan n packer keng tai ko"|"database buffer size investigation for oltp workloads international conference management data thin fong tsuei allan packer keng tai"
"1930"|1929|"\"maintenance of data cubes and summary tables in a warehouse inderpal singh mumick , dallan quass , barinderpal singh mumick 1997\",,international conference on management of data,"|"1997"|1|"\"maintenance of data cubes and summary tables in a warehouse inderpal singh mumick , dallan quass , barinderpal singh mumick     \",,international conference on management of data,"|"maintenance of data cubes and summary tables in a warehouse inderpal singh mumick dallan quass barinderpal singh mumick international conference on management of data"|"maintenance data cubes and summary tables warehouse inderpal singh mumick dallan quass barinderpal singh mumick international conference management data"
"1931"|1930|"\"cubetree : organization of and bulk incremental updates on the data cube nick roussopoulos , yannis kotidis , mema roussopoulos international conference on management of data\",,,1997"|"1997"|1|"\"cubetree : organization of and bulk incremental updates on the data cube nick roussopoulos , yannis kotidis , mema roussopoulos international conference on management of data\",,,    "|"cubetree organization of and bulk incremental updates on the data cube nick roussopoulos yannis kotidis mema roussopoulos international conference on management of data"|"cubetree organization and bulk incremental updates the data cube nick roussopoulos yannis kotidis mema roussopoulos international conference management data"
"1932"|1931|"\"range queries in olap data cubes ching-tien ho , rakesh agrawal , nimrod megiddo , ramakrishnan srikant\",,international conference on management of data,1997"|"1997"|1|"\"range queries in olap data cubes ching-tien ho , rakesh agrawal , nimrod megiddo , ramakrishnan srikant\",,international conference on management of data,    "|"range queries in olap data cubes ching tien ho rakesh agrawal nimrod megiddo ramakrishnan srikant international conference on management of data"|"range queries olap data cubes ching tien rakesh agrawal nimrod megiddo ramakrishnan srikant international conference management data"
"1933"|1932|"concurrency and recovery in generalized search trees international conference on management of data,\"marcel kornacker , c. mohan , joseph m. hellerstein\",,1997"|"1997"|1|"concurrency and recovery in generalized search trees international conference on management of data,\"marcel kornacker , c. mohan , joseph m. hellerstein\",,    "|"concurrency and recovery in generalized search trees international conference on management of data marcel kornacker c mohan joseph m hellerstein"|"concurrency and recovery generalized search trees international conference management data marcel kornacker mohan joseph hellerstein"
"1934"|1933|"highly concurrent cache consistency for indices in client-server database systems 1997,\"markos zaharioudakis , michael j. carey\",international conference on management of data,"|"1997"|1|"highly concurrent cache consistency for indices in client-server database systems     ,\"markos zaharioudakis , michael j. carey\",international conference on management of data,"|"highly concurrent cache consistency for indices in client server database systems markos zaharioudakis michael j carey international conference on management of data"|"highly concurrent cache consistency for indices client server database systems markos zaharioudakis michael carey international conference management data"
"1935"|1934|"improved query performance with variant indexes international conference on management of data 1997,\"patrick o'neil , dallan quass\",,"|"1997"|1|"improved query performance with variant indexes international conference on management of data     ,\"patrick o'neil , dallan quass\",,"|"improved query performance with variant indexes international conference on management of data patrick o neil dallan quass"|"improved query performance with variant indexes international conference management data patrick neil dallan quass"
"1936"|1935|"meaningful change detection in structured data 1997,\"sudarshan s. chawathe , hector garcia-molina\",international conference on management of data,"|"1997"|1|"meaningful change detection in structured data     ,\"sudarshan s. chawathe , hector garcia-molina\",international conference on management of data,"|"meaningful change detection in structured data sudarshan s chawathe hector garcia molina international conference on management of data"|"meaningful change detection structured data sudarshan chawathe hector garcia molina international conference management data"
"1937"|1936|"\"pattern matching and pattern discovery in scientific , program , and document databases international conference on management of data 1995\",\"jason t. l. wang , kaizhong zhang , dennis shasha\",,"|"1995"|1|"\"pattern matching and pattern discovery in scientific , program , and document databases international conference on management of data     \",\"jason t. l. wang , kaizhong zhang , dennis shasha\",,"|"pattern matching and pattern discovery in scientific program and document databases international conference on management of data jason t l wang kaizhong zhang dennis shasha"|"pattern matching and pattern discovery scientific program and document databases international conference management data jason wang kaizhong zhang dennis shasha"
"1938"|1937|"ptool : a light weight persistent object manager international conference on management of data,\"r. l. grossman , d. hanley , x. qin\",,1995"|"1995"|1|"ptool : a light weight persistent object manager international conference on management of data,\"r. l. grossman , d. hanley , x. qin\",,    "|"ptool a light weight persistent object manager international conference on management of data r l grossman d hanley x qin"|"ptool light weight persistent object manager international conference management data grossman hanley qin"
"1939"|1938|"\"using the calanda time series management system werner dreyer , angelika kotz dittrich , duri schmidt 1995\",,international conference on management of data,"|"1995"|1|"\"using the calanda time series management system werner dreyer , angelika kotz dittrich , duri schmidt     \",,international conference on management of data,"|"using the calanda time series management system werner dreyer angelika kotz dittrich duri schmidt international conference on management of data"|"using the calanda time series management system werner dreyer angelika kotz dittrich duri schmidt international conference management data"
"1940"|1939|"\"the ecrc multi database system willem jonker , heribert sch &#252; tz international conference on management of data\",,,1995"|"252|1995"|2|"\"the ecrc multi database system willem jonker , heribert sch &#   ; tz international conference on management of data\",,,    "|"the ecrc multi database system willem jonker heribert sch tz international conference on management of data"|"the ecrc multi database system willem jonker heribert sch international conference management data"
"1941"|1940|"modularization techniques for active rules design,\"elena baralis , stefano ceri , stefano paraboschi\",acm transactions on database systems ( tods ),1996"|"1996"|1|"modularization techniques for active rules design,\"elena baralis , stefano ceri , stefano paraboschi\",acm transactions on database systems ( tods ),    "|"modularization techniques for active rules design elena baralis stefano ceri stefano paraboschi acm transactions on database systems tods"|"modularization techniques for active rules design elena baralis stefano ceri stefano paraboschi acm transactions database systems tods"
"1942"|1941|"polymorphism and type inference in database programming acm transactions on database systems ( tods ) 1996,\"peter buneman , atsushi ohori\",,"|"1996"|1|"polymorphism and type inference in database programming acm transactions on database systems ( tods )     ,\"peter buneman , atsushi ohori\",,"|"polymorphism and type inference in database programming acm transactions on database systems tods peter buneman atsushi ohori"|"polymorphism and type inference database programming acm transactions database systems tods peter buneman atsushi ohori"
"1943"|1942|"a normal form for precisely characterizing redundancy in nested relations 1996,\"wai yin mok , yiu-kai ng , david w. embley\",acm transactions on database systems ( tods ),"|"1996"|1|"a normal form for precisely characterizing redundancy in nested relations     ,\"wai yin mok , yiu-kai ng , david w. embley\",acm transactions on database systems ( tods ),"|"a normal form for precisely characterizing redundancy in nested relations wai yin mok yiu kai ng david w embley acm transactions on database systems tods"|"normal form for precisely characterizing redundancy nested relations wai yin mok yiu kai david embley acm transactions database systems tods"
"1944"|1943|"magic conditions 1996,\"inderpal singh mumick , sheldon j. finkelstein , hamid pirahesh , raghu ramakrishnan\",acm transactions on database systems ( tods ),"|"1996"|1|"magic conditions     ,\"inderpal singh mumick , sheldon j. finkelstein , hamid pirahesh , raghu ramakrishnan\",acm transactions on database systems ( tods ),"|"magic conditions inderpal singh mumick sheldon j finkelstein hamid pirahesh raghu ramakrishnan acm transactions on database systems tods"|"magic conditions inderpal singh mumick sheldon finkelstein hamid pirahesh raghu ramakrishnan acm transactions database systems tods"
"1945"|1944|"\"the building blocks for specifying communication behavior of complex objects : an activity-driven approach ling liu , robert meersman 1996\",,acm transactions on database systems ( tods ),"|"1996"|1|"\"the building blocks for specifying communication behavior of complex objects : an activity-driven approach ling liu , robert meersman     \",,acm transactions on database systems ( tods ),"|"the building blocks for specifying communication behavior of complex objects an activity driven approach ling liu robert meersman acm transactions on database systems tods"|"the building blocks for specifying communication behavior complex objects activity driven approach ling liu robert meersman acm transactions database systems tods"
"1946"|1945|"tail recursion elimination in deductive databases acm transactions on database systems ( tods ),kenneth a. ross,,1996"|"1996"|1|"tail recursion elimination in deductive databases acm transactions on database systems ( tods ),kenneth a. ross,,    "|"tail recursion elimination in deductive databases acm transactions on database systems tods kenneth a ross"|"tail recursion elimination deductive databases acm transactions database systems tods kenneth ross"
"1947"|1946|"\"implementing deductive databases by mixed integer programming colin bell , anil nerode , raymond t. ng , v. s. subrahmanian\",,acm transactions on database systems ( tods ),1996"|"1996"|1|"\"implementing deductive databases by mixed integer programming colin bell , anil nerode , raymond t. ng , v. s. subrahmanian\",,acm transactions on database systems ( tods ),    "|"implementing deductive databases by mixed integer programming colin bell anil nerode raymond t ng v s subrahmanian acm transactions on database systems tods"|"implementing deductive databases mixed integer programming colin bell anil nerode raymond subrahmanian acm transactions database systems tods"
"1948"|1947|"solving satisfiability and implication problems in database systems,\"sha guo , wei sun , mark a. weiss\",acm transactions on database systems ( tods ),1996"|"1996"|1|"solving satisfiability and implication problems in database systems,\"sha guo , wei sun , mark a. weiss\",acm transactions on database systems ( tods ),    "|"solving satisfiability and implication problems in database systems sha guo wei sun mark a weiss acm transactions on database systems tods"|"solving satisfiability and implication problems database systems sha guo wei sun mark weiss acm transactions database systems tods"
"1949"|1948|"declustering of key-based partitioned signature files acm transactions on database systems ( tods ) 1996,\"paolo ciaccia , paolo tiberio , pavel zezula\",,"|"1996"|1|"declustering of key-based partitioned signature files acm transactions on database systems ( tods )     ,\"paolo ciaccia , paolo tiberio , pavel zezula\",,"|"declustering of key based partitioned signature files acm transactions on database systems tods paolo ciaccia paolo tiberio pavel zezula"|"declustering key based partitioned signature files acm transactions database systems tods paolo ciaccia paolo tiberio pavel zezula"
"1950"|1949|"\"a probabilistic relational model and algebra debabrata dey , sumit sarkar\",,acm transactions on database systems ( tods ),1996"|"1996"|1|"\"a probabilistic relational model and algebra debabrata dey , sumit sarkar\",,acm transactions on database systems ( tods ),    "|"a probabilistic relational model and algebra debabrata dey sumit sarkar acm transactions on database systems tods"|"probabilistic relational model and algebra debabrata dey sumit sarkar acm transactions database systems tods"
"1951"|1950|"\"heraclitus : elevating deltas to be first-class citizens in a database programming language shahram ghandeharizadeh , richard hull , dean jacobs\",,acm transactions on database systems ( tods ),1996"|"1996"|1|"\"heraclitus : elevating deltas to be first-class citizens in a database programming language shahram ghandeharizadeh , richard hull , dean jacobs\",,acm transactions on database systems ( tods ),    "|"heraclitus elevating deltas to be first class citizens in a database programming language shahram ghandeharizadeh richard hull dean jacobs acm transactions on database systems tods"|"heraclitus elevating deltas first class citizens database programming language shahram ghandeharizadeh richard hull dean jacobs acm transactions database systems tods"
"1952"|1951|"mining quantitative association rules in large relational tables international conference on management of data 1996,\"ramakrishnan srikant , rakesh agrawal\",,"|"1996"|1|"mining quantitative association rules in large relational tables international conference on management of data     ,\"ramakrishnan srikant , rakesh agrawal\",,"|"mining quantitative association rules in large relational tables international conference on management of data ramakrishnan srikant rakesh agrawal"|"mining quantitative association rules large relational tables international conference management data ramakrishnan srikant rakesh agrawal"
"1953"|1952|"idea : interactive data exploration and analysis international conference on management of data 1996,\"peter g. selfridge , divesh srivastava , lynn o. wilson\",,"|"1996"|1|"idea : interactive data exploration and analysis international conference on management of data     ,\"peter g. selfridge , divesh srivastava , lynn o. wilson\",,"|"idea interactive data exploration and analysis international conference on management of data peter g selfridge divesh srivastava lynn o wilson"|"idea interactive data exploration and analysis international conference management data peter selfridge divesh srivastava lynn wilson"
"1954"|1953|"\"data mining using two-dimensional optimized association rules : scheme , algorithms , and visualization takeshi fukuda , yasukiko morimoto , shinichi morishita , takeshi tokuyama\",,international conference on management of data,1996"|"1996"|1|"\"data mining using two-dimensional optimized association rules : scheme , algorithms , and visualization takeshi fukuda , yasukiko morimoto , shinichi morishita , takeshi tokuyama\",,international conference on management of data,    "|"data mining using two dimensional optimized association rules scheme algorithms and visualization takeshi fukuda yasukiko morimoto shinichi morishita takeshi tokuyama international conference on management of data"|"data mining using two dimensional optimized association rules scheme algorithms and visualization takeshi fukuda yasukiko morimoto shinichi morishita takeshi tokuyama international conference management data"
"1955"|1954|"\"sql query optimization : reordering for a general class of queries piyush goel , bala iyer 1996\",,international conference on management of data,"|"1996"|1|"\"sql query optimization : reordering for a general class of queries piyush goel , bala iyer     \",,international conference on management of data,"|"sql query optimization reordering for a general class of queries piyush goel bala iyer international conference on management of data"|"sql query optimization reordering for general class queries piyush goel bala iyer international conference management data"
"1956"|1955|"\"rapid bushy join-order optimization with cartesian products bennet vance , david maier 1996\",,international conference on management of data,"|"1996"|1|"\"rapid bushy join-order optimization with cartesian products bennet vance , david maier     \",,international conference on management of data,"|"rapid bushy join order optimization with cartesian products bennet vance david maier international conference on management of data"|"rapid bushy join order optimization with cartesian products bennet vance david maier international conference management data"
"1957"|1956|"\"a teradata content-based multimedia object manager for massively parallel architectures w. o'connell , i. t. ieong , d. schrader , c. watson , g. au , a. biliris , s. choo , p. colin , g. linderman , e. panagos , j. wang , t. walter 1996\",,international conference on management of data,"|"1996"|1|"\"a teradata content-based multimedia object manager for massively parallel architectures w. o'connell , i. t. ieong , d. schrader , c. watson , g. au , a. biliris , s. choo , p. colin , g. linderman , e. panagos , j. wang , t. walter     \",,international conference on management of data,"|"a teradata content based multimedia object manager for massively parallel architectures w o connell i t ieong d schrader c watson g au a biliris s choo p colin g linderman e panagos j wang t walter international conference on management of data"|"teradata content based multimedia object manager for massively parallel architectures connell ieong schrader watson biliris choo colin linderman panagos wang walter international conference management data"
"1958"|1957|"\"fundamental techniques for order optimization david simmen , eugene shekita , timothy malkemus international conference on management of data\",,,1996"|"1996"|1|"\"fundamental techniques for order optimization david simmen , eugene shekita , timothy malkemus international conference on management of data\",,,    "|"fundamental techniques for order optimization david simmen eugene shekita timothy malkemus international conference on management of data"|"fundamental techniques for order optimization david simmen eugene shekita timothy malkemus international conference management data"
"1959"|1958|"optimizing queries over multimedia repositories,\"surajit chaudhuri , luis gravano\",international conference on management of data,1996"|"1996"|1|"optimizing queries over multimedia repositories,\"surajit chaudhuri , luis gravano\",international conference on management of data,    "|"optimizing queries over multimedia repositories surajit chaudhuri luis gravano international conference on management of data"|"optimizing queries over multimedia repositories surajit chaudhuri luis gravano international conference management data"
"1960"|1959|"fault-tolerant architectures for continuous media servers international conference on management of data,\"banu &#214; zden , rajeev rastogi , prashant shenoy , avi silberschatz\",,1996"|"214|1996"|2|"fault-tolerant architectures for continuous media servers international conference on management of data,\"banu &#   ; zden , rajeev rastogi , prashant shenoy , avi silberschatz\",,    "|"fault tolerant architectures for continuous media servers international conference on management of data banu zden rajeev rastogi prashant shenoy avi silberschatz"|"fault tolerant architectures for continuous media servers international conference management data banu zden rajeev rastogi prashant shenoy avi silberschatz"
"1961"|1960|"\"on-line reorganization of sparsely-populated b + - trees chendong zou , betty salzberg international conference on management of data 1996\",,,"|"1996"|1|"\"on-line reorganization of sparsely-populated b + - trees chendong zou , betty salzberg international conference on management of data     \",,,"|"on line reorganization of sparsely populated b trees chendong zou betty salzberg international conference on management of data"|"line reorganization sparsely populated trees chendong zou betty salzberg international conference management data"
"1962"|1961|"\"birch : an efficient data clustering method for very large databases tian zhang , raghu ramakrishnan , miron livny 1996\",,international conference on management of data,"|"1996"|1|"\"birch : an efficient data clustering method for very large databases tian zhang , raghu ramakrishnan , miron livny     \",,international conference on management of data,"|"birch an efficient data clustering method for very large databases tian zhang raghu ramakrishnan miron livny international conference on management of data"|"birch efficient data clustering method for very large databases tian zhang raghu ramakrishnan miron livny international conference management data"
"1963"|1962|"query caching and optimization in distributed mediator systems,\"s. adali , k. s. candan , y. papakonstantinou , v. s. subrahmanian\",international conference on management of data,1996"|"1996"|1|"query caching and optimization in distributed mediator systems,\"s. adali , k. s. candan , y. papakonstantinou , v. s. subrahmanian\",international conference on management of data,    "|"query caching and optimization in distributed mediator systems s adali k s candan y papakonstantinou v s subrahmanian international conference on management of data"|"query caching and optimization distributed mediator systems adali candan papakonstantinou subrahmanian international conference management data"
"1964"|1963|"\"two techniques for on-line index modification in shared nothing parallel databases kiran j. achyutuni , edward omiecinski , shamkant b. navathe international conference on management of data 1996\",,,"|"1996"|1|"\"two techniques for on-line index modification in shared nothing parallel databases kiran j. achyutuni , edward omiecinski , shamkant b. navathe international conference on management of data     \",,,"|"two techniques for on line index modification in shared nothing parallel databases kiran j achyutuni edward omiecinski shamkant b navathe international conference on management of data"|"two techniques for line index modification shared nothing parallel databases kiran achyutuni edward omiecinski shamkant navathe international conference management data"
"1965"|1964|"data access for the masses through ole db,jos &#233; a. blakeley,international conference on management of data,1996"|"233|1996"|2|"data access for the masses through ole db,jos &#   ; a. blakeley,international conference on management of data,    "|"data access for the masses through ole db jos a blakeley international conference on management of data"|"data access for the masses through ole jos blakeley international conference management data"
"1966"|1965|"performance tradeoffs for client-server query processing international conference on management of data,\"michael j. franklin , bj &#246; rn th &#243; r j &#243; nsson , donald kossmann\",,1996"|"246|243|243|1996"|4|"performance tradeoffs for client-server query processing international conference on management of data,\"michael j. franklin , bj &#   ; rn th &#   ; r j &#   ; nsson , donald kossmann\",,    "|"performance tradeoffs for client server query processing international conference on management of data michael j franklin bj rn th r j nsson donald kossmann"|"performance tradeoffs for client server query processing international conference management data michael franklin nsson donald kossmann"
"1967"|1966|"\"hot mirroring : a method of hiding parity update penalty and degradation during rebuilds for raid5 kazuhiko mogi , masaru kitsuregawa\",,international conference on management of data,1996"|"5|1996"|2|"\"hot mirroring : a method of hiding parity update penalty and degradation during rebuilds for raid  kazuhiko mogi , masaru kitsuregawa\",,international conference on management of data,    "|"hot mirroring a method of hiding parity update penalty and degradation during rebuilds for raid kazuhiko mogi masaru kitsuregawa international conference on management of data"|"hot mirroring method hiding parity update penalty and degradation during rebuilds for raid kazuhiko mogi masaru kitsuregawa international conference management data"
"1968"|1967|"\"the dangers of replication and a solution jim gray , pat helland , patrick o'neil , dennis shasha international conference on management of data\",,,1996"|"1996"|1|"\"the dangers of replication and a solution jim gray , pat helland , patrick o'neil , dennis shasha international conference on management of data\",,,    "|"the dangers of replication and a solution jim gray pat helland patrick o neil dennis shasha international conference on management of data"|"the dangers replication and solution jim gray pat helland patrick neil dennis shasha international conference management data"
"1969"|1968|"providing better support for a class of decision support queries international conference on management of data 1996,\"sudhir g. rao , antonio badia , dirk van gucht\",,"|"1996"|1|"providing better support for a class of decision support queries international conference on management of data     ,\"sudhir g. rao , antonio badia , dirk van gucht\",,"|"providing better support for a class of decision support queries international conference on management of data sudhir g rao antonio badia dirk van gucht"|"providing better support for class decision support queries international conference management data sudhir rao antonio badia dirk van gucht"
"1970"|1969|"\"a query language for multidimensional arrays : design , implementation , and optimization techniques 1996\",\"leonid libkin , rona machlin , limsoon wong\",international conference on management of data,"|"1996"|1|"\"a query language for multidimensional arrays : design , implementation , and optimization techniques     \",\"leonid libkin , rona machlin , limsoon wong\",international conference on management of data,"|"a query language for multidimensional arrays design implementation and optimization techniques leonid libkin rona machlin limsoon wong international conference on management of data"|"query language for multidimensional arrays design implementation and optimization techniques leonid libkin rona machlin limsoon wong international conference management data"
"1971"|1970|"random i/o scheduling in online tertiary storage systems international conference on management of data 1996,\"bruce k. hillyer , avi silberschatz\",,"|"1996"|1|"random i/o scheduling in online tertiary storage systems international conference on management of data     ,\"bruce k. hillyer , avi silberschatz\",,"|"random i o scheduling in online tertiary storage systems international conference on management of data bruce k hillyer avi silberschatz"|"random scheduling online tertiary storage systems international conference management data bruce hillyer avi silberschatz"
"1972"|1971|"implementing data cubes efficiently 1996,\"venky harinarayan , anand rajaraman , jeffrey d. ullman\",international conference on management of data,"|"1996"|1|"implementing data cubes efficiently     ,\"venky harinarayan , anand rajaraman , jeffrey d. ullman\",international conference on management of data,"|"implementing data cubes efficiently venky harinarayan anand rajaraman jeffrey d ullman international conference on management of data"|"implementing data cubes efficiently venky harinarayan anand rajaraman jeffrey ullman international conference management data"
"1973"|1972|"partition based spatial-merge join international conference on management of data,\"jignesh m. patel , david j. dewitt\",,1996"|"1996"|1|"partition based spatial-merge join international conference on management of data,\"jignesh m. patel , david j. dewitt\",,    "|"partition based spatial merge join international conference on management of data jignesh m patel david j dewitt"|"partition based spatial merge join international conference management data jignesh patel david dewitt"
"1974"|1973|"\"bifocal sampling for skew-resistant join size estimation sumit ganguly , phillip b. gibbons , yossi matias , avi silberschatz international conference on management of data\",,,1996"|"1996"|1|"\"bifocal sampling for skew-resistant join size estimation sumit ganguly , phillip b. gibbons , yossi matias , avi silberschatz international conference on management of data\",,,    "|"bifocal sampling for skew resistant join size estimation sumit ganguly phillip b gibbons yossi matias avi silberschatz international conference on management of data"|"bifocal sampling for skew resistant join size estimation sumit ganguly phillip gibbons yossi matias avi silberschatz international conference management data"
"1975"|1974|"a super scalar sort algorithm for risc processors,ramesh c. agarwal,international conference on management of data,1996"|"1996"|1|"a super scalar sort algorithm for risc processors,ramesh c. agarwal,international conference on management of data,    "|"a super scalar sort algorithm for risc processors ramesh c agarwal international conference on management of data"|"super scalar sort algorithm for risc processors ramesh agarwal international conference management data"
"1976"|1975|"spatial hash-joins international conference on management of data 1996,\"ming-ling lo , chinya v. ravishankar\",,"|"1996"|1|"spatial hash-joins international conference on management of data     ,\"ming-ling lo , chinya v. ravishankar\",,"|"spatial hash joins international conference on management of data ming ling lo chinya v ravishankar"|"spatial hash joins international conference management data ming ling chinya ravishankar"
"1977"|1976|"structures for manipulating proposed updates in object-oriented databases,\"michael doherty , richard hull , mohammed rupawalla\",international conference on management of data,1996"|"1996"|1|"structures for manipulating proposed updates in object-oriented databases,\"michael doherty , richard hull , mohammed rupawalla\",international conference on management of data,    "|"structures for manipulating proposed updates in object oriented databases michael doherty richard hull mohammed rupawalla international conference on management of data"|"structures for manipulating proposed updates object oriented databases michael doherty richard hull mohammed rupawalla international conference management data"
"1978"|1977|"safe and efficient sharing of persistent objects in thor,\"b. liskov , a. adya , m. castro , s. ghemawat , r. gruber , u. maheshwari , a. c. myers , m. day , l. shrira\",international conference on management of data,1996"|"1996"|1|"safe and efficient sharing of persistent objects in thor,\"b. liskov , a. adya , m. castro , s. ghemawat , r. gruber , u. maheshwari , a. c. myers , m. day , l. shrira\",international conference on management of data,    "|"safe and efficient sharing of persistent objects in thor b liskov a adya m castro s ghemawat r gruber u maheshwari a c myers m day l shrira international conference on management of data"|"safe and efficient sharing persistent objects thor liskov adya castro ghemawat gruber maheshwari myers day shrira international conference management data"
"1979"|1978|"\"estimating alphanumeric selectivity in the presence of wildcards p. krishnan , jeffrey scott vitter , bala iyer 1996\",,international conference on management of data,"|"1996"|1|"\"estimating alphanumeric selectivity in the presence of wildcards p. krishnan , jeffrey scott vitter , bala iyer     \",,international conference on management of data,"|"estimating alphanumeric selectivity in the presence of wildcards p krishnan jeffrey scott vitter bala iyer international conference on management of data"|"estimating alphanumeric selectivity the presence wildcards krishnan jeffrey scott vitter bala iyer international conference management data"
"1980"|1979|"\"improved histograms for selectivity estimation of range predicates viswanath poosala , peter j. haas , yannis e. ioannidis , eugene j. shekita international conference on management of data 1996\",,,"|"1996"|1|"\"improved histograms for selectivity estimation of range predicates viswanath poosala , peter j. haas , yannis e. ioannidis , eugene j. shekita international conference on management of data     \",,,"|"improved histograms for selectivity estimation of range predicates viswanath poosala peter j haas yannis e ioannidis eugene j shekita international conference on management of data"|"improved histograms for selectivity estimation range predicates viswanath poosala peter haas yannis ioannidis eugene shekita international conference management data"
